# Метеостанция Москва (ВДНХ), Россия, WMO_ID=27612, выборка с 01.02.2005 по 03.07.2022, все дни
# Кодировка: UTF-8
# Информация предоставлена сайтом "Расписание Погоды", rp5.ru
# Пожалуйста, при использовании данных, любезно указывайте названный сайт.
# Обозначения метеопараметров см. по адресу http://rp5.ru/archive.php?wmo_id=27612&lang=ru
#
"Местное время в Москве (ВДНХ)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.06.2022 00:00";"11.3";"747.5";"761.0";"-0.3";"71";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"6.2";"";"";"";"";"";"";
"07.06.2022 21:00";"16.5";"747.8";"761.1";"0.0";"46";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"20.7";"";"";"";"";"";"20.0";"4.7";"Осадков нет";"12";"";"";"";"";
"07.06.2022 18:00";"20.0";"747.8";"760.9";"-0.6";"25";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"-0.6";"Осадков нет";"12";"";"";"";"";
"07.06.2022 15:00";"20.1";"748.4";"761.5";"-0.8";"31";"Ветер, дующий с северо-запада";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"2.5";"";"";"";"";"";"";
"07.06.2022 12:00";"18.4";"749.2";"762.4";"-0.6";"33";"Ветер, дующий с севера";"2";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"1.9";"";"";"";"";"";"";
"07.06.2022 09:00";"16.3";"749.8";"763.0";"0.3";"44";"Ветер, дующий с северо-северо-запада";"2";"";"";"10%  или менее, но не 0";" ";"";"";"9.5";"";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"Облаков нет.";"2500 или более, или облаков нет.";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"4.0";"Осадков нет";"12";"Поверхность почвы влажная.";"9.0";"";"";
"07.06.2022 06:00";"11.8";"749.5";"763.0";"0.4";"67";"Ветер, дующий с северо-северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"9.5";"";"";"";"";"";"";"19.0";"5.9";"2.0";"12";"";"";"";"";
"07.06.2022 03:00";"9.7";"749.1";"762.7";"0.2";"97";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"19.0";"9.2";"";"";"";"";"";"";
"07.06.2022 00:00";"11.1";"748.9";"762.5";"0.3";"95";"Штиль, безветрие";"0";"";"";"10%  или менее, но не 0";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"10%  или менее, но не 0";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"10.3";"";"";"";"";"";"";
"06.06.2022 21:00";"13.6";"748.6";"762.0";"0.3";"93";"Штиль, безветрие";"0";"";"";"50%.";"Облака в целом рассеиваются или становятся менее развитыми. ";"Ливень (ливни).";"Облака покрывали более половины неба в течение одной части соответствующего периода и половину или менее в течение другой части периода.";"";"21.7";"Слоисто-кучевые, образовавшиеся не из кучевых.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"12.4";"2.0";"12";"";"";"";"";
"06.06.2022 18:00";"17.5";"748.3";"761.5";"0.3";"60";"Ветер, дующий с северо-северо-запада";"1";"";"10";"100%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся не из кучевых.";"100%.";"1000-1500";"";"";"20.0";"9.7";"Осадков нет";"12";"";"";"";"";
"06.06.2022 15:00";"21.2";"748.0";"761.0";"-0.6";"38";"Ветер, дующий с западо-северо-запада";"1";"";"";"50%.";" ";"";"";"";"";"Слоисто-кучевые, образовавшиеся из кучевых.";"50%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"6.2";"";"";"";"";"";"";
"06.06.2022 12:00";"20.1";"748.6";"761.7";"-0.4";"49";"Ветер, дующий с северо-запада";"2";"";"";"70 – 80%.";" ";"";"";"";"";"Кучевые средние или мощные или вместе с кучевыми разорванными, или с кучевыми плоскими, или со слоисто-кучевыми, либо без них; основания всех этих облаков расположены на одном уровне.";"70 – 80%.";"1000-1500";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"8.9";"";"";"";"";"";"";
"06.06.2022 09:00";"17.2";"749.0";"762.3";"0.4";"61";"Ветер, дующий с северо-северо-запада";"3";"";"";"20–30%.";" ";"";"";"10.1";"";"Кучевые плоские или кучевые разорванные, или те и другие вместе, не относящиеся к облакам плохой погоды.";"10%  или менее, но не 0";"600-1000";"Высококучевых, высокослоистых или слоисто-дождевых облаков нет.";"Перистые нитевидные, иногда когтевидные, не распространяющиеся по небу.";"20.0";"9.6";"Осадков нет";"12";"Поверхность почвы сырая (вода застаивается на поверхности и образует малые или большие лужи).";"9.0";"";"";
"06.06.2022 06:00";"12.6";"748.6";"762.0";"0.3";"83";"Ветер, дующий с северо-запада";"1";"";"";"Облаков нет.";" ";"";"";"10.1";"";"";"";"";"";"";"20.0";"9.8";"Осадков нет";"12";"";"";"";"";
"06.06.2022 03:00";"10.6";"748.3";"761.9";"0.3";"92";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"9.3";"";"";"";"";"";"";
"06.06.2022 00:00";"12.5";"748.0";"761.5";"0.3";"83";"Штиль, безветрие";"0";"";"";"Облаков нет.";" ";"";"";"";"";"";"";"";"";"";"20.0";"9.6";"";"";"";"";"";"";
"05.06.2022 21:00";"14.9";"747.7";"761.0";"0.2";"71";"Штиль, безветрие";"0";"";"";"50%.";" ";"";"";"";"18.6";"Слоисто-кучевых, слоистых, кучевых или кучево-дождевых облаков нет.";"50%.";"2500 или более, или облаков нет.";"Высококучевые просвечивающие, расположенные на одном уровне.";"Перистых, перисто-кучевых или перисто-слоистых нет.";"20.0";"9.7";"0.9";"12";"";"";"";"";
